16507120	Potrefená Husa
16506355	Harryho Restaurant
16516837	Café Empiria
16507451	Pankrácký Rynek
16506873	Corleone Arkády
16506357	Na Zelené Lišce
18381757	Enterprise Canteen
16506515	Rybárna
